author_clean,race,gender,log10_hits,count
Jidenna,black,male,6.03742649794062,4
Jie Zhang,asian,male,6.428135,1
Jignesh Ahir,asian,male,4.513218,1
Jill Alexander Essbaum,white,female,4.62736585659273,10
Jill Badonsky,white,female,4.36361197989214,3
Jill Bolte Taylor,white,female,5.54032947479087,4
Jill Churchill,white,female,4.49415459401844,1
Jill Ciment,white,female,4.579783597,3
Jill Clayburgh,white,female,5.25527250510331,2
Jill Conner Browne,white,female,4.572871602,4
Jill Lepore,white,female,5.37106786227174,9
Jill Santopolo,white,female,5.604226053,2
Jill Scott,black,female,6.2380461031288,7
Jill Shalvis,white,female,5.92012332629072,10
Jill Telford,white,female,3.764176132,10
Jill Williamson,white,female,5.10720996964787,2
Jillian Bullock,black,female,4.09691,1
Jillian Hervey,black,female,4.63346845557959,4
Jillian Lauren,white,female,5.01703333929878,2
Jillian Michaels,white,female,6.01703333929878,10
Jilly Cooper,white,female,5.65127801399814,2
Jim Bakker,white,male,5.20139712432045,2
Jim Barksdale,white,male,4.6599162,2
Jim Beaver,white,male,5.387389826,2
Jim Bishop,white,male,5.30749603791321,10
Jim Bouton,white,male,5.15533603746506,8
Jim Brown,black,male,6.475671188,2
Jim Bunning,white,male,5.41497334797082,2
Jim Butcher,white,male,5.76192783842053,10
Jim C. Hines,white,male,5.0899051114394,6
Jim Cantrell,white,male,4.97034687623009,2
Jim Carrey,white,male,7.692846919,10
Jim Carroll,white,male,5.542825427,6
Jim Clyburn,black,male,5.17026171539496,2
Jim Corbett,white,male,6.72015930340596,3
Jim Crace,white,male,5.42651126136457,2
Jim Crumley,white,male,4.82672252016899,2
Jim Cymbala,white,male,5.49136169383427,3
Jim Davis,white,male,6.39445168082622,6
Jim DeMint,white,male,5.33445375115093,5
Jim Dine,white,male,5.6954816764902,2
Jim Elliot,white,male,5.26245109,10
Jim Fowler,white,male,5.13353890837022,3
Jim Gaffigan,white,male,6.22271647114758,10
Jim George,white,male,5.53402610605614,10
Jim Gilliam,black,male,5.09691001300806,2
Jim Goad,white,male,4.50785587169583,2
Jim Harrison,white,male,5.68124123737559,10
Jim Henson,white,male,6.61909333062674,10
Jim Highsmith,white,male,4.85853719756964,4
Jim Hightower,white,male,4.80277372529198,5
Jim Jarmusch,white,male,6.47421626407626,3
Jim Jensen,white,male,5.06818586174616,10
Jim Leach,white,male,4.91222205653242,4
Jim Lee,asian,male,6.60530504614111,2
Jim Lehrer,white,male,5.22788670461367,2
Jim Lovell,white,male,5.58092497567562,3
Jim McGrath,white,male,5.2148438480477,2
Jim Morrison,white,male,6.72672720902657,10
Jim Parsons,white,male,6.16435285578444,3
Jim Pattison,white,male,5.55144999797287,2
Jim Ramstad,white,male,4.45178643552429,4
Jim Rogers,white,male,5.73639650227664,3
Jim Rohn,white,male,6.33645973384853,10
Jim Sensenbrenner,white,male,4.51054501020661,2
Jim Sheeler,white,male,4.04532297878666,2
Jim Starlin,white,male,5.68033551341456,3
Jim Stovall,white,male,5.28103336724773,2
Jim Sturgess,white,male,5.767897616,2
Jim Thompson,white,male,6.46239799789896,5
Jim Valvano,white,male,5.60097289568675,6
Jim Wallis,white,male,5.04139268515823,3
Jim Webb,white,male,5.35024801833416,2
Jim Yong Kim,asian,male,5.68214507637383,2
Jimi Hendrix,black,male,7.25527250510331,8
Jimmy Breslin,white,male,6.24551266781415,6
Jimmy Buffett,white,male,6.53019969820308,10
Jimmy Carter,white,male,6.84385542262316,10
Jimmy Chin,asian,male,5.421604,1
Jimmy Choo,asian,male,7.440909,1
Jimmy Connors,white,male,5.81822589361396,3
Jimmy Dean,white,male,6.32837960343874,8
Jimmy Fallon,white,male,7.5092025223311,8
Jimmy Gomez,latino,male,5.269513,1
Jimmy Hoffa,white,male,5.70156798505593,1
Jimmy Iovine,white,male,5.44090908206522,9
Jimmy Johnson,white,male,6.13033376849501,3
Jimmy Page,white,male,6.77742682238931,3
Jimmy Santiago Baca,latino,male,5.071882,1
Jimmy Scott,black,male,5.354108,1
Jimmy Smits,latino,male,5.46538285144842,4
Jimmy Stewart,white,male,6.42651126136457,2
Jimmy Swaggart,white,male,5.820857989,2
Jimmy Wales,white,male,5.91487181754005,2
Jinat Rehana Begum,asian,female,3.04532297878666,5
Jinato Hu,asian,male,4.04921802267018,2
Jincy Willett,white,female,4.18752072083646,9
Jiten Bhatt,asian,male,4.3541084391474,6
Jitendra Anne,asian,male,2.100371,1
Jo Ann Davis,white,female,5.07188200730613,2
Jo Ann V. Glim,white,female,2.64836001098093,3
Jo Baker,white,male,5.38916608436453,3
Jo Beverley,white,female,4.99343623049761,3
Jo Brand,white,female,5.39269695325967,8
Jo Grafford,white,female,4.62838893005031,2
Jo Linsdell,white,female,4.06818586174616,8
Jo Nesbø,white,male,7.08635983067475,10
Jo Walton,white,female,5.15533603746506,10
Jo-Ann Mapson,white,female,4.57749179983723,3
JoAnne Kenrick,white,female,3.5910646070265,3
Joan Aiken,white,female,5.12385164096709,3
Joan Armatrading,black,female,5.61595,1
Joan Baez,white,female,6.49554433754645,8
Joan Bauer,white,female,5.14612803567824,10
Joan Benoit Samuelson,white,female,4.55266821611219,2
Joan Borysenko,white,female,5.22530928172586,3
Joan Chen,asian,female,5.567026,1
Joan Collins,white,female,6.28103336724773,8
Joan Crawford,white,female,6.32428245529769,6
Joan D. Chittister,white,female,4.30535136944662,6
Joan D. Vinge,white,female,5.13033376849501,6
Joan Didion,white,female,6.23299611039215,10
Joan Frances Turner,white,female,3.70671778233676,2
Joan Ganz Cooney,white,female,5.35024801833416,2
Joan Halifax,white,female,4.89872518158949,2
Joan Jett,white,female,6.65417654187796,7
Joan Kilby,white,female,4.29446622616159,5
Joan Lowery Nixon,white,female,5.05690485133647,4
Joan Lunden,white,female,4.89597473235906,4
Joan Marques,latino,male,4.83378437465648,5
Joan Miró,white,male,7.27646180417324,5
Joan Posivy,white,female,3.55750720190566,2
Joan Rivers,white,female,6.50105926221775,10
Joan Walsh Anglund,white,female,5.64836001098093,2
Joan of Arc,white,female,6.8668778143375,6
Joanfrances Boyle,white,female,2.39619934709574,2
Joanie Connell,white,female,3.53907609879278,8
Joanna Baillie,white,female,4.58206336291171,6
Joanna Cannon,white,female,5.29666519026153,2
Joanna Field,white,female,4.17026171539496,7
Joanna Krupa,white,female,6.01703333929878,2
Joanna Lumley,white,female,6.04532297878666,4
Joanna Newsom,white,female,5.52762990087134,3
Joanna Penn,white,female,4.80277372529198,4
Joanna Runciman,white,female,2.86805636182304,2
Joanna Russ,white,female,5.07554696139253,10
Joanna Shupe,white,female,5.3324384599156,3
Joanne Clancy,white,female,4.07918124604763,4
Joanne Crisner Alcayaga,latino,female,2.90091306773767,3
Joanne Fluke,white,female,5.28555730900777,3
Joanne Greenberg,white,female,4.64640372622307,3
Joanne Harris,white,female,5.62531245096167,10
Joanne Woodward,white,female,5.66745295288995,4
Joaquim Barbosa,black,male,5.990339,1
Joaquin Miller,white,male,5.21218760440396,4
Joaquin Phoenix,white,male,6.77887447200274,3
Joaquin Setanti,latino,male,2.942008,1
Job Amupanda,black,male,4.778151,1
Joban Singh Bal,asian,male,2.82930377283102,1
Jocelyn Sanchez,latino,female,5.495544,1
Jochebed Gwamna,black,female,3.07918124604762,2
Jochen Zeitz,white,male,5.82412583391655,8
Jock Camp,white,male,3.44247976906445,2
Jodi Ann Bickley,white,female,3.91381385238372,4
Jodi Livon,white,female,4.20411998265593,10
Jodi Lynn Anderson,white,female,5.25042000230889,10
Jodi Meadows,white,female,4.92531209149965,8
Jodi Picoult,white,female,6.178976947,10
Jodi Taylor,white,female,6.84571801796666,3
Jodi Thomas,white,female,5.17609125905568,6
Jodie Andrefski,white,female,3.62531245096167,2
Jodie B. Cooper,white,female,2.73798732633343,3
Jodie Foster,white,female,6.67577834167408,10
Jody Gehrman,white,female,4.37657695705651,3
Jody Hedlund,white,female,4.855519156,10
Joe Abercrombie,white,male,5.92890769024395,10
Joe Ambercrombie,white,male,5.92890769024395,3
Joe Baca,latino,male,4.77158748088126,9
Joe Barton,white,male,5.27646180417324,2
Joe Biden,white,male,7.72997428569956,10
Joe Buckler,white,male,4.11727129565576,3
Joe Cawley,white,male,4.5327543789925,6
Joe DeRouen,white,male,4.15533603746506,2
Joe DiMaggio,white,male,6.31386722036915,3
Joe Dunthorne,white,male,4.95520653754194,10
Joe Frazier,black,male,6.13033376849501,6
Joe Garagiola,white,male,5.42813479402879,5
Joe Garcia,latino,male,6.26007138798508,2
Joe Greene,black,male,5.640481,1
Joe Haldeman,white,male,5.28330122870355,6
Joe Hart,white,male,6.07554696139253,2
Joe Hill,white,male,6.3096301674259,10
Joe Jonas,white,male,6.53019969820308,3
Joe Knapp,white,male,4.76937732607614,1
Joe L. Wheeler,white,male,4.62013605497376,5
Joe Lando,white,male,5.16731733474818,4
Joe Louis,black,male,6.31806333496276,3
Joe Mari Fadrigalan,asian,male,2.59988307207369,10
Joe McNally,white,male,5.15228834438306,3
Joe Meno,white,male,4.51454775266029,4
Joe Montana,white,male,6.62634036737504,2
Joe Murray,white,male,5.42651126136457,2
Joe Namath,white,male,6.04532297878666,8
Joe Orton,white,male,5.0899051114394,2
Joe Paterno,white,male,5.45788189673399,4
Joe Perry,white,male,6.16731733474818,2
Joe Plumeri,white,male,4.32837960343874,2
Joe Prophet,black,male,3.4843,1
Joe Queenan,white,male,4.89817648349768,3
Joe R. Lansdale,white,male,6.04532297878666,3
Joe Reyes,latino,male,5.411619706,3
Joe Rodriguez,latino,male,6.029384,1
Joe Rogan,white,male,7.49136169383427,10
Joe Sacco,white,male,5.564666064,2
Joe Scarborough,white,male,5.53019969820308,3
Joe Schreiber,white,male,4.78604121024255,3
Joe Strummer,white,male,6.0899051114394,3
Joe Theismann,white,male,5.57403126772772,2
Joe Torre,white,male,5.74973631556906,7
Joe Vulgamore,white,male,3.71096311899528,4
Joel A. Barker,white,male,4.52762990087134,2
Joel Berg,white,male,5.01703333929878,2
Joel Chandler Harris,white,male,5.67486114073781,2
Joel Coen,white,male,5.86451108105839,2
Joel Crofoot,white,male,3.74741180788642,2
Joel Edgerton,white,male,6.22271647114758,5
Joel Fuhrman,white,male,5.84260923961056,10
Joel Kinnaman,white,male,5.89486965674525,2
Joel Madden,white,male,5.30535136944662,2
Joel Osteen,white,male,7.53529412004277,10
Joel Salatin,white,male,5.93348728784871,10
Joelle Charbonneau,white,female,5.5854607295085,4
Joely Fisher,white,female,5.09691001300806,3
Joem S. Aguilar,latino,male,0.60206,1
Joey Adams,white,male,4.91750550955255,8
Joey Comeau,white,male,4.65030752313194,5
Joey Lawsin,asian,male,3.25767857486918,10
Joey Ramone,white,male,5.692846919,3
Joey W. Hill,white,female,4.63948648926859,3
Johan Coetzer,white,male,4.6954816764902,3
Johan Fundin,white,male,3.3384564936046,3
Johan Huizinga,white,male,5.84385542262316,7
Johann Georg Hamann,white,male,5.45331834004704,4
Johann Georg Zimmermann,white,male,4.67760695272049,2
Johann Gottfried Herder,white,male,6.08635983067475,2
Johann Gottlieb Fichte,white,male,5.90471554527868,3
Johann Hari,white,male,5.55144999797287,4
Johann Kaspar Lavater,white,male,4.91222205653242,9
Johann Lamont,white,female,4.57403126772772,2
Johann Sebastian Bach,white,male,7.00432137378264,7
Johann Wolfgang von Goethe,white,male,6.68484536164441,10
Johann von Goethe,white,male,5.15228834438306,10
Johanna Lindsey,white,female,5.57749179983723,3
Johanna Spyri,white,female,6.36735592102602,3
Johannes Brahms,white,male,6.65321251377534,4
Johannes Kepler,white,male,6.33445375115093,8
Johannes Tauler,white,male,4.99782308074573,3
John A. Heldt,white,male,3.88705437805096,2
John A. Macdonald,white,male,5.63042787502502,3
John A. Widtsoe,white,male,4.94792361983173,3
John A. Williams,black,male,5.456366,1
John Acton,white,male,4.64836001098093,3
John Adams,white,male,6.880241776,10
John Ajvide Lindqvist,white,male,5.99651167215418,6
John Andrew Holmes,white,male,4.44404479591808,4
John Arbuthnot,white,male,5.14301480025409,2
John Archibald Wheeler,white,male,5,5
John Armstrong,white,male,5.84757265914211,3
John Ashbery,white,male,5.42651126136457,10
John Ashcroft,white,male,5.31806333496276,2
John Avlon,white,male,4.76863810124761,3
John B. Gough,white,male,4.51719589794997,2
John B. S. Haldane,white,male,4.06445798922692,3
John B. Tabb,white,male,4.18752072083646,2
John Bacon,white,male,5.30749603791321,2
John Banville,white,male,5.69722934275972,10
John Barnes,black,male,6.09342168516223,3
John Barrasso,white,male,5.30749603791321,2
John Barrymore,white,male,5.61172330800734,10
John Barton,white,male,5.68214507637383,3
John Battelle,white,male,4.54900326202579,3
John Bellairs,white,male,5.34635297445064,3
John Bercow,white,male,5.206825876,3
John Berger,white,male,6.02118929906994,10
John Berridge,white,male,4.59439255037543,2
John Berryman,white,male,5.23552844690755,7
John Betjeman,white,male,5.92634244662565,2
John Bevere,white,male,5.63648789635337,2
John Biggins,white,male,4.81157500587059,2
John Boehner,white,male,5.67669360962487,5
John Bowlby,white,male,5.80413943233535,3
John Boyd,black,male,6.08635983067475,2
John Boyd Orr,white,male,4.63144376901317,4
John Boyega,black,male,6.053078,1
John Boyle O'Reilly,white,male,5.06818586174616,4
John Bradshaw,white,male,5.692846919,8
John Bright,white,male,5.60205999132796,5
John Brockman,white,male,5.04921802267018,2
John Brunner,white,male,5.34242268082221,7
John Bruton,white,male,4.78746047451842,2
John Buchan,white,male,5.67851837904011,10
John Buck O'Neil,black,male,4.322219,1
John Bude,white,male,4.25527250510331,2
John Buford,white,male,4.774516966,2
John Bunyan,white,male,6.0899051114394,10
John Burnham Schwartz,white,male,4.59988307207369,2
John Burnside,white,male,5.43616264704076,7
John Bytheway,white,male,4.95230800966212,7
John C Park III,asian,male,0.90309,1
John C. Calhoun,white,male,5.99078269180314,5
John C. Maxwell,white,male,6.24551266781415,10
John Cage,white,male,6.30535136944662,10
John Calvin,white,male,6.3541084391474,10
John Cameron,white,male,6.16136800223498,10
John Cameron Smith,white,male,3.89153745767256,3
John Cannell,white,male,4.85853719756964,3
John Carey,white,male,5.81424759573192,2
John Carlos,black,male,5.846337,1
John Carroll Lynch,white,male,5.76492298464989,2
John Cassavetes,white,male,5.86451108105839,3
John Cena,white,male,7.50242711998443,10
John Charles Polanyi,white,male,4.24797326636181,6
John Charles Pollock,white,male,3.820857989,6
John Cheese,white,male,4.82412583391655,2
John Cheever,white,male,5.52762990087134,10
John Cho,asian,male,5.822822,1
John Christopher,white,male,6.33845649360461,10
John Churton Collins,white,male,4.62428209583567,5
John Ciardi,white,male,5.3654879848909,10
John Clare,white,male,5.46982201597816,10
John Cleese,white,male,6.45024910831936,10
John Collier,white,male,5.79098847508882,3
John Coltrane,black,male,6.83632411570675,2
John Connolly,white,male,5.87040390527903,10
John Constable,white,male,6.0899051114394,2
John Cornyn,white,male,5.8733206018154,2
John Corwin,white,male,4.56702636615906,7
John Cowper Powys,white,male,5.29885307640971,2
John Cusack,white,male,6.39093510710338,6
John D. MacDonald,white,male,6.120573931,7
John Dalton,white,male,6.04139268515823,2
John Daniel Thieme,white,male,3.14301480025409,4
John Darnielle,white,male,5.17026171539496,10
John Day,white,male,6.74741180788642,2
John Dean,white,male,5.83378437465648,2
John Delaney,white,male,5.536558443,3
John Derbyshire,white,male,4.85186960072977,3
John Dewey,white,male,6.4456042032736,10
John Di Lemme,white,male,4.71850168886727,10
John Dickerson,white,male,5.47275644931721,2
John Dolan,white,male,5.37106786227174,3
John Donne,white,male,6.17026171539496,10
John Doolittle,white,male,4.89872518158949,3
John Dos Passos,white,male,5.97543180850926,2
John Dryden,white,male,5.68930885912362,10
John Dufresne,white,male,4.40312052117582,6
John Durham Peters,white,male,4.84135947045486,2
John E. Lewis,black,male,5.274158,1
John E. Sarno,white,male,5.10380372095596,3
John Eccles,white,male,5.13987908640124,2
John Edgar Wideman,black,male,5.2380461031288,2
John Edson,white,male,4.92427928606188,2
John Eldredge,white,male,5.5092025223311,10
John Eliot,white,male,5.856124444,2
John Emerich Edward Dalberg-Acton,white,male,4.79239168949825,5
John Erskine,white,male,5.14612803567824,2
John F Kennedy,white,male,7.53907609879278,10
John F. Demartini,white,male,4.918030337,2
John F. MacArthur Jr.,white,male,4.89762709129044,10
John Fante,white,male,5.32014628611105,4
John Ferling,white,male,4.8668778143375,10
John Flanagan,white,male,5.75966784468963,10
John Fleming,white,male,5.68663626926229,3
John Fletcher,white,male,5.75204844781944,3
John Fogerty,white,male,6.29225607135648,2
John Forbes Nash Jr,white,male,5.04921802267018,3
John Foster Dulles,white,male,5.86981820797933,4
John Fountain,black,male,4.662758,1
John Fowles,white,male,5.66275783168157,10
John G. Diefenbaker,white,male,5.57863920996807,3
John G. Hemry,white,male,4.46982201597816,2
John Galliano,white,male,6.71011736511182,4
John Galsworthy,white,male,6.22788670461367,10
John Gay,white,male,5.572871602,10
John Geddes,white,male,4.96848294855393,10
John Glenn,white,male,6.37106786227174,10
John Godfrey Saxe,white,male,4.61278385671974,2
John Grant,white,male,6.01283722470517,6
John Green,white,male,6.76192783842053,10
John Greenleaf Whittier,white,male,5.93399316383124,10
John Gregory Dunne,white,male,5.29885307640971,3
John Grisham,white,male,6.61489721603314,10
John Grogan,white,male,5.27646180417324,7
John Guare,white,male,5.25767857486918,2
John Gunther,white,male,5.10380372095596,5
John Gwynne,white,male,5.59769518592551,3
John H. Groberg,white,male,4.74585519517373,3
John H. Johnson,black,male,5.41497334797082,3
John H. Patterson,white,male,4.93094903116752,3
John Hadac,white,male,3.75050839485135,2
John Harington,white,male,4.709269961,2
John Hawkins,white,male,5.77378644498119,4
John Hawley,white,male,4.961895474,2
John Hay,white,male,6.15836249209525,5
John Hegarty,white,male,5.50650503240487,5
John Hennessy,white,male,5.17318626841227,6
John Henrik Clarke,black,male,5.423246,4
John Henry Cardinal Newman,white,male,5.16435285578444,8
John Henry Newman,white,male,6.13033376849501,10
John Hersey,white,male,5.68663626926229,5
John Heywood,white,male,5.12710479836481,10
John Hodgman,white,male,5.19865708695442,2
John Hope Franklin,black,male,5.70842090013471,2
John Hopkins,white,male,6.66464197555613,5
John Horne Burns,white,male,4.20139712432045,2
John Howard Griffin,white,male,5.025305865,10
John Howe,white,male,5.80413943233535,2
John Hughes,white,male,6.56584781867352,4
John Hurt,white,male,6.274157849,6
John Huston,white,male,6.1846914308176,2
John Hutton,white,male,5.26717172840301,3
John Ingalls,white,male,4.53019969820308,3
John Inman,white,male,5.10720996964787,2
John J. Geddes,white,male,3.95133751879592,10
John J. Ratey,white,male,5.23552844690755,2
John Jakes,white,male,5.3324384599156,4
John James Audubon,white,male,6.68841982200271,7
John Jay Chapman,white,male,4.37657695705651,5
John K. Brown,white,male,4.81023251799508,8
John Kasich,white,male,5.63042787502502,10
John Katzenbach,white,male,5.54530711646582,3
John Katzman,white,male,4.34635297445064,2
John Keats,white,male,6.30319605742049,9
John Keble,white,male,5.08278537,3
John Keegan,white,male,5.43775056282039,2
John Kennebrew,black,male,3.369216,1
John Kennedy Toole,white,male,5.66464197555613,10
John Kenneth Galbraith,white,male,5.96094619573383,10
John Key,white,male,5.64246452024212,2
John Knowles,white,male,5.47129171105894,6
John Kramer,white,male,5.60314437262018,10
John Krasinski,white,male,6.39794000867204,4
John Kremer,white,male,4.96378782734556,2
John Kuypers,white,male,3.73239375982297,10
John L. McCreery,white,male,3.32428245529769,2
John L. Monk,white,male,3.8481891169914,2
John L. Parker Jr.,white,male,4.44870632,3
John Lahr,white,male,4.76937732607614,2
John Lancaster Spalding,white,male,4.47275644931721,6
John Lanchester,white,male,5.04139268515823,6
John Lasseter,white,male,5.91115760873998,10
John Legend,black,male,6.955688,3
John Leguizamo,latino,male,6.09691,2
John Lennon,white,male,7.58994960132571,10
John Leo,white,male,5.60097289568675,2
John Lewis,black,male,7.35218251811136,8
John Lilly,white,male,5.13672056715641,3
John Linder,white,male,5.07554696139253,2
John Lithgow,white,male,6.25042000230889,3
John Locke,white,male,6.60530504614111,10
John Lothrop Motley,white,male,5.16731733474818,4
John Lubbock,white,male,5.27646180417324,10
John Lydon,white,male,5.78746047451842,10
John Lyly,white,male,4.81557774832427,10
John M Sheehan,white,male,4.47275644931721,10
John M. Gottman,white,male,5.03342375548695,2
John M. McHugh,white,male,4.69722934275972,2
John M. Perkins,black,male,5.021189,1
John Mackey,white,male,5.60852603357719,9
John Madden,white,male,6.120573931,9
John Maeda,asian,male,5.025306,2
John Maiorana,white,male,1.98227123303957,10
John Major,white,male,5.97543180850926,4
John Malkovich,white,male,6.72754125702856,9
John Manning,white,male,5.43296929087441,10
John Mark Green,white,male,4.95568775031351,10
John Mark Reynolds,white,male,4.39269695325967,4
John Marsden,white,male,5.39445168082622,10
John Marshall,white,male,6.68663626926229,10
John Masefield,white,male,5.40654018043396,10
John Mason Brown,white,male,4.59879050676312,9
John Matsui,asian,male,4.064458,1
John Maxwell,white,male,6.31597034545692,3
John Mayer,white,male,6.91907809237607,10
John Maynard Keynes,white,male,6.16136800223498,10
John McAfee,white,male,5.57518784492766,7
John McCain,white,male,6.45484486,7
John McCarthy,white,male,6.18752072083646,4
John McDonald,white,male,6.04532297878666,2
John McEnroe,white,male,6.149219113,5
John McGraw,white,male,5.51188336097887,2
John McPhee,white,male,5.52504480703685,4
John McWhorter,black,male,5.20139712432045,2
John Medina,latino,male,5.39445168082622,5
John Mellencamp,white,male,6.08278537,4
John Miller,white,male,6.62531245096167,2
John Millington Synge,white,male,5.30102999566398,5
John Milton,white,male,6.48429983934679,10
John Mole,white,male,4.50514997831991,6
John Moody,white,male,5.22530928172586,2
John Morley,white,male,5.6159500516564,8
John Mortimer,white,male,5.3654879848909,2
John Muir,white,male,6.60530504614111,10
John Mulaney,white,male,6.30535136944662,2
John N Gray,white,male,4.10720996964787,2
John Naisbitt,white,male,5.60745502321467,9
John Newton,white,male,6.12710479836481,8
John Northcutt Young,white,male,3.06818586174616,3
John O'Callaghan,white,male,6.39093510710338,8
John O'Donohue,white,male,6.18184358794477,10
John O'Hara,white,male,6.25042000230889,3
John O. Brennan,white,male,5.30102999566398,7
John Oates,white,male,6.45636603312904,4
John Oliver,white,male,6.92064500140679,5
John Oliver Hobbes,white,female,4.47712125471966,4
John Ortberg,white,male,5.2148438480477,10
John Ortberg Jr.,white,male,3.59217675739587,3
John Ortiz,latino,male,5.544068,1
John Osborne,white,male,5.72015930340596,6
John Owen,white,male,6.08635983067475,6
John Oxenham,white,male,4.61804809671209,3
John P. Kotter,white,male,5.58319877396862,4
John P. Loughrane,white,male,2.62940959910272,1
John Patrick,white,male,6.65321251377534,2
John Patrick Hickey,white,male,3.94448267215017,10
John Paul II,white,male,7.10380372095596,10
John Paul Jones,white,male,6.58658730467176,6
John Paul Warren,white,male,4.27646180417324,10
John Perez,latino,male,5.574031,1
John Perry Barlow,white,male,4.95182303531591,6
John Philip Sousa,white,male,6.18184358794477,6
John Phillips,white,male,6.485721426,3
John Philpot Curran,white,male,4.74741180788642,4
John Pierce,white,male,5.59879050676312,1
John Piper,white,male,6.28780172993023,10
John Podhoretz,white,male,4.54157924394658,3
John Poindexter,white,male,4.76417613239033,2
John Polkinghorne,white,male,4.86923171973098,3
John Quincy Adams,white,male,6.15228834438306,9
John R. Tunis,white,male,4.52762990087134,1
John R.W. Stott,white,male,5.26007138798508,8
John Raleigh Mott,white,male,4.25767857486918,2
John Rampton,white,male,5.20411998265593,10
John Randolph,white,male,5.68752896121463,2
John Ratzenberger,white,male,5.536558443,3
John Rawls,white,male,6.13033376849501,7
John Reynaga,latino,male,3.240549,1
John Rhys-Davies,white,male,5.69019608002851,2
John Richard Stephens,white,male,4.17609125905568,2
John Ridley,black,male,5.42975228000241,2
John Ringo,white,male,5.30102999566398,3
John Robert Go,asian,male,3.24303804868629,2
John Roberts,white,male,6.591064607,4
John Ruskin,white,male,6.206825876,10
John Russell,white,male,6.37839790094814,3
John S. C. Abbott,white,male,5.25527250510331,2
John S. Savage,white,male,4.18184358794477,3
John Sandford,white,male,5.56702636615906,5
John Scalzi,white,male,5.64443858946784,10
John Sculley,white,male,5.11727129565576,5
John Searle,white,male,5.51188336097887,2
John Seddon,white,male,5.18184358794477,2
John Selden,white,male,4.95133751879592,4
John Sentamu,black,male,4.604226053,2
John Shelby Spong,white,male,4.95520653754194,4
John Shors,white,male,4.72754125702856,2
John Singer Sargent,white,male,6.40140054078154,1
John Sloan,white,male,5.475671188,2
John Stahl-Wert,white,male,3.97680833733807,7
John Stamos,white,male,6.13987908640124,2
John Stein,white,male,5.07554696139253,4
John Stoker,white,male,4.73798732633343,5
John Stossel,white,male,5.60530504614111,3
John Stossel No They can t,white,male,2.4996870826184,3
John T. Chambers,white,male,4.1846914308176,2
John T. Flynn,white,male,4.87737134586977,2
John Taliaferro,white,male,4.86451108105839,10
John Taylor Gatto,white,male,5.40823996531185,5
John Tesh,white,male,5.38381536598043,2
John Tracy Wilson,white,male,3.2718416065365,2
John Travolta,white,male,7.04139268515823,2
John Twelve Hawks,white,male,5.00860017176192,2
John Tyler,white,male,6.15836249209525,2
John Tyndall,white,male,5.25527250510331,6
John Updike,white,male,6.00432137378264,10
John Vaillant,white,male,4.89431606268444,3
John Vanbrugh,white,male,5.23044892137827,2
John Verdon,white,male,5.28330122870355,2
John W. Gardner,white,male,5.39619934709574,10
John W. Thompson,black,male,5.38739,1
John Waire,white,male,3.71767050300226,2
John Walters,white,male,5.61489721603314,5
John Wanamaker,white,male,5.42488163663107,2
John Waters,white,male,6.28780172993023,10
John Wayne,white,male,7.1846914308176,9
John Webster,white,male,5.73957234445009,10
John Wesley,white,male,6.81358098856819,10
John Williams,white,male,7.26951294421792,7
John Willis Zumwalt,white,male,3.26717172840301,2
John Wilmot,white,male,5.053078443,9
John Witherspoon,black,male,5.45484486,3
John Woo,asian,male,6.143015,1
John Wood,white,male,6.47856649559384,2
John Wooden,white,male,5.98900461569854,10
John Wycliffe,white,male,5.56348108539441,2
John Wyndham,white,male,5.59879050676312,7
John Yang,asian,male,1.55630250076729,6
John Yates,white,male,5.55870857053317,3
John Yau,asian,male,4.790988,1
John Yokoyama,asian,male,3.841359,1
John Yoo,asian,male,5.167317,1
John Zakour,white,male,4.8109042806687,7
John Zea,latino,male,3.89486965674525,4
John Zimmerman,white,male,5.37291200297011,3
John Zorn,white,male,5.69108149212297,3
John de Ruiter,white,male,4.69372694892365,2
John duover,white,male,1.64345267648619,10
John le Carré,white,male,6.34635297445064,10
John von Neumann,white,male,5.98362628712453,2
Johnette Napolitano,white,female,5.03342375548695,1
Johni Pangalila,asian,male,2.49693,1
Johnnetta Betsch Cole,black,female,4.419956,1
Johnnie Cochran,black,male,5.11727129565576,2
Johnnie Dent Jr.,black,male,3.390935107,10
Johnny Bench,white,male,5.92531209149965,2
Johnny Carson,white,male,7.6159500516564,10
Johnny Cash,white,male,7.3324384599156,10
Johnny Depp,white,male,5.65321251377534,1
Johnny Iuzzini,white,male,4.7355989,2
Johnny Marr,white,male,6.16435285578444,2
Johnny Mathis,black,male,6.19312459835446,4
Johnny Moscato,white,male,3.55022835305509,4
Johnny Van Zant,white,male,5.46538285144842,2
Johnny Vegas,white,male,5.4983105537896,4
Johnny Weir,white,male,5.17609125905568,2
Joichi Ito,asian,male,4.570543,1
Jojo Moyes,white,female,6.2718416065365,10
Joko Ono,asian,female,4.813581,1
Joko Widodo,asian,male,6.966142,1
Jolene Perry,white,female,4.65896484266444,6
Jolene Tan,asian,female,5.089905,1
Jolie Booth,white,female,3.37839790094814,3
Jomo Kenyatta,black,male,6.618048,1
Jon Acuff,white,male,5.03742649794062,4
Jon Batiste,black,male,6.149219113,2
Jon Bon Jovi,white,male,6.57403126772772,10
Jon Chopan,white,male,3.23044892137827,3
Jon Courtenay Grimwood,white,male,4.59328606702046,2
