author_clean,race,gender,log10_hits,count
Choa Kok Sui,asian,male,5.62117628177504,9
Chogyam Trungpa Rinpoche,asian,male,5.079181,1
Choi,asian,male,8.176091,1
Chou En-lai,asian,male,5.414973,1
Chow Yun-Fat,asian,male,5.946452,1
Chris Abani,black,male,5.32837960343874,2
Chris Baty,white,male,4.29003461136252,2
Chris Bradford,white,male,5.411619706,10
Chris Brady,white,male,5.20411998265593,3
Chris Brown,black,male,7.51587384371168,8
Chris Burkmenn,white,male,3.82672252016899,10
Chris C. Nwakanma,black,male,2.324282,1
Chris Campanioni,latino,male,4.10380372095596,10
Chris Cannon,white,male,6.0899051114394,3
Chris Carter,white,male,6.31597034545692,2
Chris Chocola,white,male,4.46982201597816,2
Chris Cleave,white,male,5.20139712432045,10
Chris Colfer,white,male,5.74973631556906,10
Chris Coppernoll,white,male,3.98944981766669,4
Chris Crutcher,white,male,4.66086547800387,6
Chris Daughtry,white,male,5.32837960343874,2
Chris Dietzel,white,male,4.29666519026153,2
Chris E. Martinez,latino,male,3.552668,1
Chris Evans,white,male,7.06818586174616,6
Chris Evert,white,female,5.86746748785905,5
Chris Fabry,white,male,4.78103693862113,5
Chris Fussell,white,male,4.68574173860226,2
Chris Gardner,black,male,5.755112,2
Chris Geiger,white,male,4.84633711212981,5
Chris Gibson,white,male,5.58658730467176,5
Chris Greenhalgh,white,male,4.79726754083072,1
Chris Guillebeau,white,male,5.3096301674259,3
Chris Hadfield,white,male,5.67851837904011,8
Chris Hardwick,white,male,5.51719589794997,2
Chris Hayes,white,male,6.21748394421391,4
Chris Hedges,white,male,5.87040390527903,10
Chris Hemsworth,white,male,6.91434315711944,4
Chris Hodges,white,male,5.25767857486918,4
Chris Howard,black,male,5.58883172559421,7
Chris I. Naylor,white,male,2.68394713075151,2
Chris Kattan,white,male,5.37839790094814,2
Chris Klein,white,male,5.52113808370404,2
Chris Kraus,white,male,5.19312459835446,10
Chris Kuhn,white,male,5.17026171539496,3
Chris Marker,white,male,5.52504480703685,2
Chris Marlow,white,male,4.95375969173323,3
Chris Martin,white,male,6.906873535,8
Chris Martinez,latino,male,6.093422,1
Chris Matakas,white,male,4.120573931,10
Chris Matthews,white,male,5.87215627274829,10
Chris Mc Geown,white,male,3.61909333062674,4
Chris Medina,latino,male,5.133539,1
Chris Michaels,white,male,4.93196611472817,2
Chris Murray,white,male,5.70243053644553,10
Chris Noth,white,male,5.76042248342321,2
Chris O'Donnell,white,male,5.98272338766855,2
Chris Patten,white,male,5.19033169817029,2
Chris Paul,black,male,6.761928,1
Chris Pavesic,white,male,4.04532297878666,5
Chris Pavone,white,male,4.82607480270083,2
Chris Penningroth,white,male,2.51982799377572,4
Chris Pine,white,male,6.53529412004277,10
Chris Prentiss,white,male,4.9670797341445,10
Chris Rock,black,male,6.64640372622307,10
Chris Salamone,white,male,4.22788670461367,10
Chris Squire,white,male,5.60097289568675,2
Chris Stapleton,white,male,6.75281643118827,3
Chris Thrall,white,male,4.65224634100332,3
Chris Tomlin,white,male,6.38201704257487,2
Chris Tucker,black,male,6.352183,1
Chris Van Allsburg,white,male,5.485721426,2
Chris Vonada,white,male,3.30319605742049,8
Chris Weitz,white,male,5.37291200297011,2
Chris Womersley,white,male,4.52891670027766,6
Chris Wooding,white,male,5.57634135020579,3
Chris Young,white,male,6.50514997831991,3
Chris d'Lacey,white,male,5.04139268515823,5
Chrissie Hynde,white,female,5.83632411570675,2
Chrissy Metz,white,female,5.61489721603314,3
Chrissy Teigen,asian,female,6.42488163663107,7
Christa Allan,white,female,4.18752072083646,4
Christa Wolf,white,female,5.53781909507327,3
Christena Cleveland,black,female,4.56348108539441,2
Christiaan Barnard,white,male,5.6730209071289,3
Christian Bale,white,male,6.80277372529198,5
Christian Bauman,white,male,4.178976947,5
Christian Bobin,white,male,5.5327543789925,3
Christian Bovee,white,male,3.84010609445676,9
Christian Cameron,white,male,4.9106244048892,2
Christian D. Lopez,latino,male,3.796574,1
Christian Dior,white,male,7.64345267648619,7
Christian Lacroix,white,male,6.71767050300226,3
Christian Lander,white,male,4.55022835305509,3
Christian Lous Lange,white,male,4.43775056282039,5
Christian Michael,white,male,5.61172330800734,8
Christian Morgenstern,white,male,5.51054501020661,4
Christian Nestell Bovee,white,male,4.78031731214015,9
Christian O. Ortiz,latino,male,3.3747483460101,5
Christian Serratos,latino,female,5.517196,1
Christian Slater,white,male,6.274157849,2
Christian de Duve,white,male,5.04532297878666,3
Christian de Portzamparc,white,male,5.45636603312904,2
Christie Brinkley,white,female,5.92737036303902,10
Christie Golden,white,female,5.49415459401844,3
Christie Hefner,white,female,4.84571801796666,6
Christie Watson,white,female,4.698100546,5
Christina Applegate,white,female,6.33645973384853,2
Christina Baker Kline,white,female,5.88986172125819,10
Christina Baldwin,white,female,4.68841982200271,9
Christina Dodd,white,female,5.13672056715641,10
Christina Escamilla,latino,female,4.155336,1
Christina Greer,black,female,4.959041,1
Christina Grimmie,white,female,5.4345689040342,2
Christina Henriquez,latino,female,3.97818051693741,2
Christina Henry,white,female,5.37839790094814,2
Christina Hoff Sommers,white,female,5.03342375548695,3
Christina Lauren,white,female,5.97726621242729,10
Christina Lockett,black,female,4.283301,1
Christina Marie Morales,latino,female,3.834421,1
Christina Milian,latino,female,6.19312459835446,10
Christina Perri,white,female,7.053078443,6
Christina Rasmussen,white,female,4.98317507203781,3
Christina Rossetti,white,female,5.683047038,10
Christina Scalise,white,female,4.06445798922692,2
Christina Stead,white,female,4.91907809237607,3
Christina Tetreault,white,female,4.53147891704226,2
Christina Westover,white,female,4.19033169817029,10
Christine Amsden,white,female,4.07554696139253,5
Christine Baranski,white,female,6.17026171539496,2
Christine Brodien-Jones,white,female,3.51719589794997,3
Christine Caine,white,female,5.55509444857832,6
Christine Gregoire,white,female,4.63548374681491,4
Christine Heppermann,white,female,4.21748394421391,3
Christine Keeler,white,female,5.17609125905568,3
Christine Lagarde,white,female,6.31175386105575,2
Christine Lahti,white,female,5.17318626841227,2
Christine M. Knight,white,female,4.19865708695442,3
Christine McVie,white,female,5.6570558528571,2
Christine Pelosi,white,female,4.96848294855393,3
Christine Quinn,white,female,5.485721426,3
Christine Tsai,asian,female,4.88649072517248,2
Christine Warren,white,female,4.959518376973,10
Christine Zolendz,white,female,4.13033376849501,3
Christine de Pizan,white,female,5.881954971,10
Christoph Waltz,white,male,6.31597034545692,2
Christopher Barzak,white,male,4.63144376901317,7
Christopher Bollen,white,male,4.64640372622307,10
Christopher Bram,white,male,4.46089784275655,10
Christopher Brookmyre,white,male,5.22271647114758,2
Christopher Buckley,white,male,5.16136800223498,5
Christopher Buehlman,white,male,5.93449845124357,8
Christopher Columbus,white,male,6.85064623518307,6
Christopher Darden,black,male,4.64738297,2
Christopher Dines,white,male,3.93247376467715,5
Christopher Dodd,white,male,4.96661098668193,3
Christopher Dutton,white,male,4.51719589794997,3
Christopher Farnsworth,white,male,4.5092025223311,4
Christopher Fowler,white,male,5.19865708695442,6
Christopher Fry,white,male,4.97081161087252,5
Christopher Gadsden,white,male,4.79169064902012,2
Christopher Golden,white,male,5.65321251377534,2
Christopher Guest,white,male,5.85491302230786,3
Christopher Hampton,white,male,5.48429983934679,2
Christopher Harris,black,male,5.595496,1
Christopher Hayes,white,male,5.30102999566398,2
Christopher Healy,white,male,5.07554696139253,7
Christopher Henry Dawson,white,male,3.49136169383427,5
Christopher Herz,white,male,3.84509804001426,2
Christopher Heuertz,white,male,3.65513843481138,2
Christopher Hill,white,male,5.8767949762007,2
Christopher Huh,asian,male,3.382017,1
Christopher Isherwood,white,male,5.54777470538782,10
Christopher John Farley,black,male,4.447158,1
Christopher Kelly,white,female,5.94448267215017,2
Christopher Kennedy Lawford,white,male,4.52374646681156,2
Christopher L. Bennett,white,male,5.0899051114394,2
Christopher Langan,white,male,4.56584781867352,3
Christopher Lasch,white,male,5.46089784275655,10
Christopher Lee,white,male,6.68214507637383,5
Christopher Logue,white,male,4.49692964807322,2
Christopher Marlowe,white,male,5.84633711212981,10
Christopher McCandless,white,male,5.19865708695442,6
Christopher McDougall,white,male,5.18752072083646,10
Christopher Moore,white,male,5.80002935924413,10
Christopher Morley,white,male,5.28103336724773,10
Christopher Morris,white,male,5.564666064,2
Christopher Nolan,white,male,6.95712819767681,9
Christopher Paolini,white,male,6.20139712432045,10
Christopher Paul Curtis,black,male,5.481443,1
Christopher Penczak,white,male,5.26007138798508,2
Christopher Pike,white,male,5.64246452024212,10
Christopher Plummer,white,male,6.24551266781415,2
Christopher Reeve,white,male,6.39794000867204,10
Christopher S. Hyatt,white,male,4.63042787502502,2
Christopher Smart,white,male,4.86093662070009,2
Christopher Soto,latino,male,5.296665,1
Christopher Taylor,black,male,6.187521,1
Christopher Wren,white,male,6.09691001300806,2
Christos Tsiolkas,white,male,5.29446622616159,7
Christy Birmingham,white,female,4.00860017176192,2
Christy Mathewson,white,male,5.880241776,3
Christy Pastore,white,female,4.2380461031288,5
Christy Turlington,white,female,6.04139268515823,10
Chrystia Freeland,white,female,6.17026171539496,3
Chuang-tzu,asian,male,5.99475694458763,4
Chuck Berry,black,male,6.7979596437372,7
Chuck Black,white,male,5.591064607,6
Chuck Close,white,male,5.44870632,4
Chuck D,black,male,6.00432137378264,2
Chuck Grassley,white,male,5.72591163229505,4
Chuck Jones,white,male,6.06818586174616,4
Chuck Klosterman,white,male,5.34242268082221,10
Chuck Lorre,white,male,5.7930916,4
Chuck Noll,white,male,5.17609125905568,7
Chuck Norris,white,male,7.35218251811136,10
Chuck Palahniuk,white,male,6.10380372095596,10
Chuck Schumer,white,male,6.58994960132571,4
Chuck Tanner,white,male,4.84571801796666,2
Chuck Wendig,white,male,5.76042248342321,10
Chuck Yeager,white,male,5.56820172406699,3
Chudney Thomas,black,female,3.04921802267018,5
Chung Mong-joon,asian,male,4.66370092538965,3
Chögyam Trungpa,asian,male,5.6570558528571,2
Cian Beirdd,white,male,2.52374646681157,3
Ciara,black,female,7.58771096501891,5
Cicely Tyson,black,female,5.55750720190566,3
Cicero,latino,male,7.46834733041216,10
Cierra Ramirez,latino,female,5.478566,1
Cikgu Syadida Zakaria,asian,female,0.60206,1
Cilla Black,white,female,5.6570558528571,3
Cinda Williams Chima,white,female,4.90525604874845,10
Cindee Snider Re,white,female,3.542825427,3
Cindi Lee,asian,female,4.914872,1
Cindy Ann Peterson,white,female,3.94497590841205,10
Cindy C. Bennett,white,female,4.04921802267018,2
Cindy Crawford,white,female,6.77378644498119,5
Cindy Margolis,white,female,5.54406804435028,3
Cindy Pon,asian,female,5.544068,1
Cindy Sheehan,white,female,5.23299611039215,3
Cindy Skaggs,white,female,4.36921585741014,6
Cindy Woodsmall,white,female,5.64640372622307,3
Ciputra,asian,male,6.74663419893758,2
Cisneros Sandra,latino,female,5.376577,1
Cissy Houston,black,female,5.367356,1
Cixin Liu,asian,male,5.656098,2
Claes Oldenburg,white,male,6.33445375115093,2
Claire Betita de Guzman,asian,female,3.981819,2
Claire Contreras,latino,female,5.041393,2
Claire Cook,white,female,5.03742649794062,10
Claire Danes,white,female,6.46982201597816,8
Claire Fuller,white,female,5.61172330800734,2
Claire Hennessy,white,female,4.7930916,3
Claire LaZebnik,white,female,4.93399316383124,4
Claire M. Banschbach,white,female,3.22788670461367,7
Claire North,white,female,5.38021124171161,10
Claire Tomalin,white,female,5.50514997831991,8
Clara Barton,white,female,5.915399835,7
Clara Chow,asian,female,5.36172783601759,3
Clara Kensie,white,female,3.75511226639507,4
Clara McBride Hale,black,female,3.45024910831936,2
Clara Schumann,white,female,6.00860017176192,5
Clara Winter,white,female,4.81424759573192,4
Clara Zetkin,white,female,6.29666519026153,4
Clare B. Dunkle,white,female,4.46686762035411,3
Clare Balding,white,female,5.641474111,4
Clare Boothe Luce,white,female,5.34635297445064,10
Clare De Graaf,white,female,4.16731733474818,4
Clare Vanderpool,white,female,5.55870857053317,5
Clarence Budington Kelland,white,male,4.84073323461181,2
Clarence Clemons,black,male,5.51321760006794,4
Clarence Darrow,white,male,5.83442070368153,10
Clarence Day,white,male,4.7355989,8
Clarence Day Jr.,white,male,4.23552844690755,5
Clarence Hunter,black,male,4.578639,1
Clarence Jordan,white,male,4.65801139665711,3
Clarence S. Darrow,white,male,4.178976947,1
Clarence Thomas,black,male,6.164353,1
Clarice Lispector,white,female,6.39619934709574,10
Clark Gable,white,male,6.4345689040342,1
Clark H. Pinnock,white,male,4.579783597,2
Claude Adrien Helvetius,white,male,5.01283722470517,3
Claude Bernard,white,male,6.692846919,7
Claude Debussy,white,male,6.63447727016073,9
Claude Lévi-Strauss,white,male,6.26717172840301,6
Claude M. Bristol,white,male,4.96331551138611,2
Claude Monet,white,male,7.25042000230889,10
Claudia Azula Altucher,latino,female,4.450249,1
Claudia Gray,white,female,5.54406804435028,10
Claudia Pegus,black,female,4.390935,1
Claudia Rankine,black,female,5.22271647114758,5
Claudia Schiffer,white,female,6.3654879848909,2
Claudialyn Rodriguez Cosentino,latino,female,1,1
Claudian,white,male,5.68841982200271,3
Claudio Encarnacion Montero,latino,male,3.57403126772772,3
Claudio Hummes,white,male,4.66745295288995,2
Claudio Magris,white,male,5.95230800966212,2
Claudius,white,male,7.01703333929878,2
Clay Aiken,white,male,5.3324384599156,6
Clay Shirky,white,male,5.40483371661994,10
Clayton Lessor MA,white,male,2.50514997831991,8
Clayton M. Christensen,white,male,6.00860017176192,8
Clemence Housman,white,female,4.68752896121463,3
Clemence Poesy,white,female,5.51321760006794,2
Clement Attlee,white,male,5.73239375982297,4
Clementine Holzinger,white,female,1.85733249643127,2
Clementine Paddleford,white,female,4.411619706,1
Cleveland Amory,white,male,4.63848925695464,6
Cliff Hannold,white,male,3.918030337,5
Cliff Richard,white,male,6.55990662503611,2
Clifford A. Pickover,white,male,5.26481782300954,3
Clifford D. Simak,white,male,5.82607480270083,7
Clifford Geertz,white,male,5.74350976472843,4
Clifford Odets,white,male,5.42975228000241,3
Clifford Stoll,white,male,4.65801139665711,4
Clifton Fadiman,white,male,5.23044892137827,10
Clifton L. West III,black,male,2.893207,1
Clint Borgen,white,male,3.778874472,2
Clint Eastwood,white,male,7.67851837904011,10
Clint Emerson,white,male,5.843232778,2
Clinton Kelly,white,male,4.93094903116752,2
Clipse,black,male,6.795185,1
Clive Anderson,white,male,5.06818586174616,2
Clive Barker,white,male,6.26481782300954,10
Clive Bell,white,male,5.04139268515823,4
Clive Blake,white,male,4.46538285144842,2
Clive Cussler,white,male,5.94001815500766,2
Clive James,white,male,5.35024801833416,10
Clive Ollies,white,male,3.4996870826184,2
Clive Owen,white,male,6.20139712432045,2
Clive Sinclair,white,male,4.89817648349768,2
Clotilde Martinez,latino,female,4.43933269383026,2
Cobi Jones,black,male,4.96661098668193,3
Cobie Smulders,white,female,6.09691001300806,2
Coco Chanel,white,female,7.19312459835446,10
Coco Lee,asian,female,5.88649072517248,3
Cody Edward Lee Miller,white,male,3.053078443,7
Cody McLain,white,male,4.45484486,5
Cokie Roberts,white,female,5.13672056715641,3
Colbie Caillat,white,female,6.53402610605614,4
Colby Buzzell,white,male,5.35218251811136,3
Cole Alpaugh,white,male,3.567026366,6
Cole Gibsen,white,male,4.26717172840301,2
Cole Ryan,white,male,5.70500795933334,4
Cole Swindell,white,male,5.84010609445676,5
Cole Younger,white,male,5.02118929906994,2
Coleen Kwan,asian,female,4.281033,1
Colette,white,female,7.61384182187607,10
Colin Angle,white,male,4.61384182187607,2
Colin Clark,white,male,5.58771096501891,3
Colin Cotterill,white,male,5.20411998265593,3
Colin Dickey,white,male,4.84447717574568,2
Colin Farrell,white,male,6.65417654187796,4
Colin Firth,white,male,6.50242711998443,4
Colin Kaepernick,black,male,6.26245109,5
Colin Meloy,white,male,5.46389298898591,2
Colin Powell,black,male,6.23299611039215,10
Colin Quinn,white,male,5.26245109,4
Colin R. Turner,white,male,4.03742649794062,2
Colin S. Smith,white,male,5.37839790094814,10
Colin Tegerdine,white,male,2.51719589794997,10
Colin Trevorrow,white,male,5.46239799789896,4
Colishia S. Benjamin,black,female,2.882525,1
Colleen Atwood,white,female,5.20139712432045,7
Colleen Bader,white,female,3.52504480703685,2
Colleen C. Barrett,white,female,3.72835378202123,2
Colleen Chen,asian,female,4.17609125905568,7
Colleen Coble,white,female,5.13672056715641,3
Colleen Ferrary Bader,white,female,3.17609125905568,10
Colleen Hanabusa,asian,female,4.394452,1
Colleen Hoover,white,female,6.89097959698969,9
Colleen Houck,white,female,5.60745502321467,10
Colleen J. McElroy,black,female,3.899821,1
Colleen McCullough,white,female,5.60097289568675,10
Colleen Patrick-Goudreau,white,female,4.83884909073726,5
Collen Hoover,white,female,6.89097959698969,2
Collette West,white,female,4.053078443,10
Colley Cibber,white,male,5.18752072083646,5
Colm Tóibín,white,male,6.40312052117582,6
Colman McCarthy,white,male,4.40654018043396,2
Colson Whitehead,black,male,6.38021124171161,10
Colum McCann,white,male,6.149219113,10
Compton Mackenzie,white,male,4.91907809237607,2
Comte de Lautréamont,white,male,5.21748394421391,6
Comtesse Diane,white,female,4.38201704257487,9
Conan O'Brien,white,male,7.00432137378264,9
Conchita Hernandez Hicks,latino,female,3.10721,1
Conchitina Cruz,latino,female,3.946943,1
Condoleezza Rice,black,female,6.19312459835446,10
Confucius,asian,male,7.01283722470517,10
Confucius possibly,asian,male,2.759668,1
Conn Iggulden,white,male,6.17026171539496,10
Connie Brockway,white,female,5.029383778,9
Connie Chung,asian,female,5.21218760440396,3
Connie Stevens,white,female,5.48995847942483,4
Connie Willis,white,female,5.35983548233989,9
Connilyn Cossette,white,female,4.98811284026835,3
Connor Franta,white,male,5.63245729218472,10
Conor Oberst,white,male,5.40823996531185,9
Conrad Black,white,male,5.37291200297011,2
Conrad Hilton,white,male,5.46239799789896,7
Constance Baker Motley,black,female,5.28780172993023,4
Constantin Brancusi,white,male,6.24303804868629,3
Constantin Stanislavski,white,male,5.5092025223311,3
Constantinos P. Cavafis,white,male,2.90091306773767,3
Conway Twitty,white,male,6.11058971029925,3
Coolio,black,male,6.83250891270624,1
Cora Carmack,white,female,5.60097289568675,10
Cora Coralina,white,female,6.42813479402879,2
Cora Pearl,white,female,5.13353890837022,2
Cora Reilly,white,female,5.54406804435028,3
Corazan Aquino,asian,female,2.761176,1
Corazon Aquino,asian,female,5.91698004732038,10
Cordelia Fine,white,female,4.77378644498119,3
Cordwainer Smith,white,male,5.06445798922692,5
Coretta Scott King,black,female,5.938019097,10
Corey Aaron Burkes,black,male,3.24797326636181,2
Corey Ann Haydu,white,female,4.76715586608218,10
Corey Feldman,white,male,6.29446622616159,4
Corey Hawkins,black,male,5.45788189673399,2
Corey Taylor,white,male,6.40312052117582,5
Corin Nemec,white,male,5.6570558528571,2
Corinne Bailey Rae,black,female,6.02118929906994,3
Corliss Lamont,white,male,4.6232492903979,4
Cormac McCarthy,white,male,6.3654879848909,10
Corneille,black,male,6.889862,3
Cornel West,black,male,5.87852179550121,10
Cornelia Funke,white,female,5.796574333,10
Corneliu Zelea Codreanu,white,male,5.42975228000241,2
Cornelius Mashilane,black,male,3.041393,1
Cornelius Van Til,white,male,5.49692964807322,2
Cornelius Vanderbilt,white,male,5.55870857053317,6
Cornell Thomas,black,male,4.824776,1
Corrie Ten Boom,white,female,5.73719264270474,10
Corrine Brown,black,female,4.754348,1
Cortney S. Warren,white,female,4.11394335230684,10
Cory Bernardi,white,male,4.86569606,3
Cory Booker,black,male,6.20411998265593,9
Cory Monteith,white,male,5.55509444857832,2
Cory R Lewis,black,male,3.287802,1
Costas Taktsis,white,male,4.03342375548695,3
Cotton Mather,white,male,5.41830129131975,3
Count Basie,black,male,6.469822,1
Countee Cullen,black,male,5.58771096501891,3
Courteney Cox,white,female,6.4814426285023,6
Courtney B. Vance,black,male,5.70927,1
Courtney C. Stevens,white,female,4.30749603791321,5
Courtney Cole,white,female,5.11058971029925,2
Courtney Giardina,white,female,3.58092497567562,9
Courtney Love,white,female,6.42488163663107,10
Courtney Maum,white,female,4.76937732607614,2
Courtney Milan,asian,female,4.97220283837906,10
Courtney Schafer,white,female,4.38381536598043,3
Courtney Summers,white,female,5.22271647114758,10
Courtney Thorne-Smith,white,female,5.49276038902684,3
Craig Benzine,white,male,4.47275644931721,4
Craig Bruce,white,male,5.17609125905568,4
Craig Charles,black,male,5.439333,2
Craig Claiborne,white,male,4.87737134586977,2
Craig D. Lounsbrough,white,male,4.8733206018154,10
Craig Davidson,white,male,5.03742649794062,2
Craig Ferguson,white,male,7.76492298464989,10
Craig Groeschel,white,male,6.13672056715641,10
Craig Hodges,black,male,4.995196,1
Craig Johnson,white,male,6.03742649794062,5
Craig Keen,white,male,4.30319605742049,2
Craig Lancaster,white,male,4.7041505168398,2
Craig M. Mullaney,white,male,3.85672889038288,2
Craig Martelle,white,male,4.97451169273733,2
Craig Mercier,white,male,3.62634036737504,4
Craig R. Key,white,male,3.59549622182557,4
Craig Raine,white,male,4.40312052117582,2
Craig Roberts,white,male,5.7419390777292,3
Craig Robinson,black,male,6.075547,1
Craig S. Keener,white,male,5.43296929087441,4
Craig Sager,white,male,4.7355989,7
Craig Silvey,white,male,5.53907609879278,2
Craig T. Nelson,white,male,5.58433122436753,2
Craig Thompson,white,male,5.64345267648619,10
Craig Venter,white,male,5.709269961,10
Cressida Cowell,white,female,5.68574173860226,7
Crina Popescu,white,female,4.73399928653839,2
Crissi Langwell,white,female,4.02118929906994,3
Cristela Alonzo,latino,female,5.674861,1
Cristian L. Martinez,latino,male,3.04139268515822,2
Cristiano Ronaldo,white,male,8.13987908640124,10
Cristin Milioti,white,female,6.19589965240923,2
Cristina García,latino,female,6.77378644498119,6
Cristina Henriquez,latino,female,5.26951294421792,3
Cristina Marrero,latino,female,4.53019969820308,7
Cristina Moracho,latino,female,4.1846914308176,2
Cristina Nehring,white,female,4.08278537,2
Cristina Saralegui,latino,female,5.139879,1
Crystal Evans,black,female,5.06445798922692,4
Crystal Kadakia,asian,female,4.03342375548695,2
Csaba Gabor-B,white,male,2.13672056715641,6
"Cuba Gooding, Jr.",black,male,6.041393,1
Cullen Hightower,white,male,4.62940959910272,4
Cupcake Brown,black,female,4.39269695325967,2
Curt Flood,black,male,5.36735592102602,2
Curt Schilling,white,male,5.64933485871214,2
Curt Weldon,white,male,4.43775056282039,2
Curtis Ackie,black,male,3.285557,1
Curtis Bill Pepper,white,male,3.8926510338773,3
Curtis Jackson,black,male,5.985426474083,5
Curtis Jones,black,male,6.298853,1
Curtis Mayfield,black,male,6.267172,1
Curtis Tyrone Jones,black,male,4.22271647114758,10
Curtis W. Jackson,black,male,4.11058971029925,2
Cybil Shepherd,white,female,5.6730209071289,3
Cybill Cain,white,female,2.94101424370557,4
Cyn Balog,white,female,4.536558443,3
Cyndi Lauper,white,female,6.85913829729453,2
Cynthia A. Rodriguez,latino,female,4.85491302230786,2
Cynthia Batten,white,female,3.54157924394658,2
Cynthia Bond,black,female,4.536558443,2
Cynthia Bourgeault,white,female,5.1846914308176,4
Cynthia D'Aprix Sweeney,white,female,5.149219113,2
Cynthia D. Witherspoon,black,female,3.86093662070009,5
Cynthia E. Olmedo,latino,female,3.235528,1
Cynthia E. Varnado,black,female,3.267172,1
Cynthia Eden,white,female,4.9329808219232,4
Cynthia Erivo,black,female,7.120574,1
Cynthia Hand,white,female,5.14612803567824,10
Cynthia Harrod-Eagles,white,female,5.31597034545692,3
Cynthia Heald,white,female,4.8109042806687,4
Cynthia Heimel,white,female,4.37839790094814,2
Cynthia Kadohata,asian,female,5.206825876,3
Cynthia Lord,white,female,4.70500795933334,3
Cynthia Nixon,white,female,6.06818586174616,2
Cynthia Olmedo,latino,female,3.763428,1
Cynthia Ozick,white,female,5.66651798055488,10
Cynthia Rylant,white,female,5.93145787068901,4
Cyrano de Bergerac,white,male,6.84260923961056,4
Cyril Connolly,white,male,4.94987770403687,9
Cyril James,black,male,4.954725,1
Cyril Ponnamperuma,asian,male,4.143015,1
Cyrus S. Poonawalla,asian,male,4.285557,1
Czesław Miłosz,white,male,5.6730209071289,10
Céleste Albaret,white,female,4.80345711564841,3
César A. Hidalgo,latino,male,5.056905,1
César Chávez,latino,male,6.61489721603314,10
César Vallejo,latino,male,6.93851972517649,4
D A Carson,white,male,5.58319877396862,4
D'Andre Lampkin,black,male,3.69983772586725,6
D'Arcy Wentworth Thompson,white,male,4.7979596437372,2
D'Brickashaw Ferguson,black,male,4.540329,1
D. Allen Miller,white,male,3.76492298464989,7
D. Antoinette Foy,black,female,3.99782308074573,10
D. B. Sweeney,white,male,5.19865708695442,4
D. Elton Trueblood,white,male,4.30102999566398,2
D. H. Lawrence,white,male,6.39619934709574,9
D. L. Hughley,black,male,5.68841982200271,2
D. Martyn Lloyd-Jones,white,male,4.90525604874845,4
D. Morgenstern,white,male,4.74663419893758,6
D. Nicole Williams,black,female,3.72427586960079,3
D.B.C. Pierre,white,male,4.74115159885179,3
D.D. Ayres,white,female,4.22010808804005,2
D.E. Navarro,latino,male,6.63548374681491,3
D.J. MacHale,white,male,5.60530504614111,10
D.J. MacLennan,white,male,3.66464197555613,3
D.M.X.,black,male,7.359835,6
D.N. Joshi,asian,male,4.401401,1
D.R. Pedraza,latino,male,4.232996,1
D.R. Silva,latino,male,5.40312052117582,10
D.S. Mashego,black,male,3.053078443,10
D.Sandeep,asian,male,4.929419,1
D.T. Suzuki,asian,male,5.30102999566398,3
DJ Jazzy Jeff,black,male,6.436163,1
Dada Bhagwa,asian,male,5.81424759573192,2
Dada Bhagwan,asian,male,5.81424759573192,10
Dada Vaswani,asian,male,4.693727,1
Dag Hammarskjöld,white,male,6.34439227368511,9
Dag Heward-Mills,black,male,5.740363,1
Dagobert D. Runes,white,male,4.75358305889291,6
Dagobert Runes,white,male,3.931457870689,3
Dai Sijie,asian,male,5.34242268082221,3
Daikichi Irokawa,asian,male,3.591065,1
Dainin Katagiri,asian,male,4.638489,1
Daisaku Ikeda,asian,male,6.11058971029925,10
Daisuke Hagiwara,asian,male,5.269513,1
Daisy Ashford,white,female,4.75663610824585,2
Daisy Goodwin,white,female,4.95230800966212,3
Daisy Hernandez,latino,female,5.73957234445009,2
Daisy Ridley,white,female,6.45939248775923,2
Dalai Lama,asian,male,7.01283722470517,10
Dalai Lama XIV,asian,male,5.79098847508882,10
Dale Carnegie,white,male,6.66651798055488,10
Dale Earnhardt,white,male,6.6570558528571,5
Dale Mayer,white,female,4.8234742291703,2
Dale Murphy,white,male,5.70757017609794,2
Dale Peck,white,male,4.45788189673399,2
Dale Wasserman,white,male,5.03742649794062,2
Daleen Van Tonder,white,female,3.82216807936802,4
Daley Thompson,black,male,5.00432137378264,2
Dallas Willard,white,male,5.48855071650044,10
Dallin H. Oaks,white,male,5.93145787068901,3
Dalton Trumbo,white,male,5.82672252016899,4
Dame Flora Robson,white,female,4.39445168082622,1
Damian Lewis,white,male,5.93901977644867,4
Damien Chazelle,white,male,6.31175386105575,5
Damien Echols,white,male,5.62428209583567,3
Damien Hirst,white,male,6.54900326202579,7
Damien Rice,white,male,5.79239168949825,4
Damilola Oluwatoyinbo,black,male,4.78461729263288,2
Damini Aggarwal,asian,female,4.35218251811136,5
Damon Albarn,white,male,6.16136800223498,3
Damon Galgut,white,male,5.77815125038364,10
Damon Gameau,white,male,5.27646180417324,2
Damon Runyon,white,male,5.72835378202123,7
Damon Suede,white,male,4.23552844690755,6
Damon Throop,white,male,2.66745295288995,3
Damon Wayans,black,male,5.995635195,2
Dan Abnett,white,male,5.80277372529198,7
Dan Aykroyd,white,male,6.36361197989214,2
Dan Barber,white,male,5.274157849,2
Dan Bennett,white,male,5.26007138798508,2
Dan Bergstein,white,male,3.59217675739587,4
Dan Brown,white,male,7.29885307640971,10
Dan Buettner,white,male,5.52504480703685,7
